skill_id,code,name,Skill Builder ID,prereq_id,prereq_code,prereq_name,prereq_remediation_problem_set_id-2
193,7.NS.A.3,Integer Word Problems - All Operations,14247,84,5.NF.A.1,Adding Proper Fractions,38715
175,7.RP.A.1,Unit Rate with Fractions,663995,116,6.RP.A.3b,Unit Rate,37372
175,7.RP.A.1,Unit Rate with Fractions,663995,121,6.NS.A.1,Dividing Fractions,164496
176,7.RP.A.2a,Recognizing Proportional Relationships,613231,,,,
177,7.RP.A.2b,Identifying the Constant of Proportionality,85626,108,5.G.A.1,Plotting in Quadrant I,
178,7.RP.A.2c,Represent proportional relationships in equation,,,,,
179,7.RP.A.2d,Identify unit rate from coordinates,,,,,
180,7.RP.A.3,Percent Word Problems,40996,117,6.RP.A.3c,Percent of,413651
180,7.RP.A.3,Percent Word Problems,40996,118,6.RP.A.3c,Percent Finding Whole,204100
213,7.SP.A.1,Sampling Techniques,,,,,
214,7.SP.A.2,Random sample to draw inferences,,,,,
215,7.SP.B.3,Compare populations- center and variability,,,,,
216,7.SP.B.4,Comparative inferences,,,,,
217,7.SP.C.5,Probability between 0&1,,,,,
218,7.SP.C.6,Experimental probability,,,,,
219,7.SP.C.7a,Probability of a Single Event,8585,,,,
220,7.SP.C.7b,Probability of a single even (not uniform),,,,,
221,7.SP.C.8a,Probability of a Compound Event,204037,222,7.SP.C.8b,Tree Diagrams and Lists,15528
221,7.SP.C.8a,Probability of a Compound Event,204037,219,7.SP.C.7a,Probability of a Single Event,8585
222,7.SP.C.8b,Tree Diagrams and Lists,15528,,,,
223,7.SP.C.8b,Sample Space,,,,,
224,7.SP.C.8c,Probability of Two Distinct Events,,,,,
229,8.EE.A.1,Dividing Monomials,9428,190,7.NS.A.2c,Dividing Integers,7020
230,8.EE.A.1,Power of Powers,9494,140,6.EE.A.1,Evaluating Exponents,204176
228,8.EE.A.1,Multiplying Monomials,9427,189,7.NS.A.2c,Multiplying Integers,5965
231,8.EE.A.2,Square and cube roots,,,,,
232,8.EE.A.3,Scientific notation,11893,,,,
233,8.EE.A.4,Operations with Scientific Notation,571475,77,5.NBT.A.2,Multiplying and Dividing by Powers of 10,37002
233,8.EE.A.4,Operations with Scientific Notation,571475,230,8.EE.A.1,Power of Powers,9494
234,8.EE.B.5,"Compare slope in graphs, tables, & equations",,,,,
235,8.EE.B.6,Find slope from a graph,,,,,
236,8.EE.C.7a,Number of solutions to linear equations,,,,,
237,8.EE.C.7b,Solving Linear Equations,10265,194,7.EE.A.1,Combining Like Terms,37570
237,8.EE.C.7b,Solving Linear Equations,10265,145,6.EE.A.3,Distributive Property,11901
238,8.EE.C.8a,Identify solutions to systems of equations from graphs,,,,,
239,8.EE.C.8b,Systems of Linear Equations,8930,143,6.EE.A.2c,Substitution,
239,8.EE.C.8b,Systems of Linear Equations,8930,198,7.EE.B.4a,Equation Solving - Two or Fewer Steps,7148
239,8.EE.C.8b,Systems of Linear Equations,8930,134,6.NS.C.6c,Plotting on a Coordinate Plane,35008
240,8.EE.C.8c,Systems of Linear Equations - Word Problems,8924,239,8.EE.C.8b,Systems of Linear Equations,8930
241,8.F.A.1,"Recognize functions (gaphs, tables, list of ordered pairs)",,,,,
242,8.F.A.2,Compare functions in different forms,,,,,
243,8.F.A.3,Recognize linear functions from equations,,,,,
249,8.F.B.4,Find y int from situation,,,,,
247,8.F.B.4,Finding Slope from Ordered Pairs,9424,134,6.NS.C.6c,Plotting on a Coordinate Plane,35008
254,8.F.B.4,Writing Linear Equations from Graphs,39162,134,6.NS.C.6c,Plotting on a Coordinate Plane,35008
247,8.F.B.4,Finding Slope from Ordered Pairs,9424,177,7.RP.A.2b,Identifying the Constant of Proportionality,85626
244,8.F.B.4,Finding Slope in an Equation,8949,177,7.RP.A.2b,Identifying the Constant of Proportionality,85626
251,8.F.B.4,Writing Linear Equations from Situations,205436,177,7.RP.A.2b,Identifying the Constant of Proportionality,85626
246,8.F.B.4,Writing Linear Equations from Slope and y-int,12449,244,8.F.B.4,Finding Slope in an Equation,8949
246,8.F.B.4,Writing Linear Equations from Slope and y-int,12449,245,8.F.B.4,Finding y-int in an Equation,9180
254,8.F.B.4,Writing Linear Equations from Graphs,39162,246,8.F.B.4,Writing Linear Equations from Slope and y-int,12449
248,8.F.B.4,Writing Linear Equations from Ordered Pairs,10597,246,8.F.B.4,Writing Linear Equations from Slope and y-int,12449
251,8.F.B.4,Writing Linear Equations from Situations,205436,246,8.F.B.4,Writing Linear Equations from Slope and y-int,12449
248,8.F.B.4,Writing Linear Equations from Ordered Pairs,10597,247,8.F.B.4,Finding Slope from Ordered Pairs,9424
245,8.F.B.4,Finding y-int in an Equation,9180,253,8.F.B.4,Finding x-int and y-int from a Graph,582906
253,8.F.B.4,Finding x-int and y-int from a Graph,582906,,,,
252,8.F.B.4,Find slope graph,,,,,
250,8.F.B.4,Find slope from situation,,,,,
255,8.F.B.5,Graphs from Qualitative Functions,204172,272,8.SP.A.1,Scatter Plots,574324
256,8.G.A.1a,"Properties of rotations, reflections, & translations",,,,,
257,8.G.A.1b,8.G.A.1b,,,,,
258,8.G.A.1c,"Rotations, Reflections, and Translations of Parallel Lines",,,,,
259,8.G.A.2,Describe transformation sequence,,,,,
260,8.G.A.3,Translations,7211,134,6.NS.C.6c,Plotting on a Coordinate Plane,35008
262,8.G.A.3,Rotations,31263,134,6.NS.C.6c,Plotting on a Coordinate Plane,35008
1125,8.G.A.3,Dilations,,,,,
261,8.G.A.3,Reflections,31260,134,6.NS.C.6c,Plotting on a Coordinate Plane,35008
263,8.G.A.4,Identifying Similar Triangles,6060,207,7.G.B.5,Interior Angles of a Triangle,21257
263,8.G.A.4,Identifying Similar Triangles,6060,176,7.RP.A.2a,Recognizing Proportional Relationships,613231
264,8.G.A.5,Angles Formed by Parallel Lines and Transversals,9278,207,7.G.B.5,Interior Angles of a Triangle,21257
265,8.G.A.5,Transversal,,,,,
266,8.G.B.6,Proof of Pythagorean Theorem,,,,,
267,8.G.B.7,Pythagorean Theorem,9251,226,8.NS.A.2,Approximating the Square Root,12450
267,8.G.B.7,Pythagorean Theorem,9251,140,6.EE.A.1,Evaluating Exponents,204176
267,8.G.B.7,Pythagorean Theorem,9251,143,6.EE.A.2c,Substitution,
267,8.G.B.7,Pythagorean Theorem,9251,198,7.EE.B.4a,Equation Solving - Two or Fewer Steps,7148
268,8.G.B.8,Pythagorean Theorem on coordinate plane,459534,,,,
271,8.G.C.9,Volume of a Cone,8957,204,7.G.B.4,Area of Circles,10762
269,8.G.C.9,Volume of a Cylinder,8886,204,7.G.B.4,Area of Circles,10762
271,8.G.C.9,Volume of a Cone,8957,267,8.G.B.7,Pythagorean Theorem,9251
270,8.G.C.9,Volume of a Sphere,8876,204,7.G.B.4,Area of Circles,10762
225,8.NS.A.1,Identify rational numbers,,,,,
1106,8.NS.A.1,Convert repeating decimals to fractions,,,,,
227,8.NS.A.2,Ordering Real Numbers,,,,,
226,8.NS.A.2,Approximating the Square Root,12450,,,,
272,8.SP.A.1,Scatter Plots,574324,108,5.G.A.1,Plotting in Quadrant I,
273,8.SP.A.2,Line of best fit,,,,,
274,8.SP.A.3,Apply linear equations to scatter plots to interpret,,,,,
275,8.SP.A.4,Two-way tables,,,,,
327,HSA.APR.A.1,Add & subtract polynomials,,,,,
1107,HSA.APR.A.1,Multiply polynomials,,,,,
328,HSA.APR.B.2,Remainder Theorem of Polynomials,,,,,
329,HSA.APR.B.3,Use 0s to graph polynomials,,,,,
330,HSA.APR.C.4,Generate pathagorean triples,,,,,
331,HSA.APR.C.5,Apply binomial theorem- expand (x+y)^n,,,,,
332,HSA.APR.D.6,Rewrite simple rational expressions,,,,,
1109,HSA.APR.D.7,Divide rational expressions,,,,,
333,HSA.APR.D.7,Add & subtract rational expressions,,,,,
1108,HSA.APR.D.7,Multiply rational expressions,,,,,
1110,HSA.CED.A.1,Create & solve quadratic inequalities in one variable,,,,,
1114,HSA.CED.A.1,Create & solve exponential inequalities in one variable,,,,,
1113,HSA.CED.A.1,Create & solve exponential equations in one variable,,,,,
1112,HSA.CED.A.1,Create & solve rational inequalities in one variable,,,,,
1111,HSA.CED.A.1,Create & solve rational equations in one variable,,,,,
334,HSA.CED.A.1,Create & solve quadratic equations in one variable,,,,,
1115,HSA.CED.A.2,Graph equations in 2+ variables,,,,,
335,HSA.CED.A.2,Write equations in 2+ variables,,,,,
1117,HSA.CED.A.3,Interpret solutions,,,,,
1116,HSA.CED.A.3,Represent constraints of systems of equations/inequalities,,,,,
336,HSA.CED.A.3,Represent constraints of equations and inequalities,,,,,
337,HSA.CED.A.4,Re-write formulas,,,,,
1118,HSA.REI.8.3,Solve linear inequalities in 1-variable,,,,,
338,HSA.REI.A.1,Explain equation solving steps,,,,,
339,HSA.REI.A.2,Solve rational & radical equations 1-variable,,,,,
340,HSA.REI.B.3,Solve linear equations 1-variable,,,,,
341,HSA.REI.B.4a,Completing the square,,,,,
342,HSA.REI.B.4b,Solve quadratic equation,,,,,
343,HSA.REI.C.5,Prove equivalent systems of equations,,,,,
344,HSA.REI.C.6,Solve systems of linear equations with 2-variables,,,,,
345,HSA.REI.C.7,Solve systems of a linear and a quadratic equation,,,,,
346,HSA.REI.C.8,Systems of linear equations as matrix equation in vector variable,,,,,
347,HSA.REI.C.9,Solve systems of equations with inverse of matrix,,,,,
348,HSA.REI.D.10,Graph equations in 2 variables,,,,,
349,HSA.REI.D.11,"Use graphs to solve systems of functions (linear, polynomial, rational, absolute  value, exponential and logrithmic)",,,,,
350,HSA.REI.D.12,Graph linear inequalities,,,,,
1119,HSA.REI.D.12,Graph systems of linear inequalities,,,,,
351,HSA.SSE.A.1a,Interpret parts of an expression (vocabulary),,,,,
352,HSA.SSE.A.1b,Interpret complicated expressions,,,,,
353,HSA.SSE.A.2,Re-write expressions,,,,,
354,HSA.SSE.B.3a,Factor a quadratic expression to find zeros,,,,,
355,HSA.SSE.B.3b,Complete the square of a quadratic (find max or min),,,,,
356,HSA.SSE.B.3c,Transform expressions for exponential functions,,,,,
357,HSA.SSE.B.4,Solve problems with finite geometric series,,,,,
358,HSF.BF.A.1a,Write a function from context,,,,,
359,HSF.BF.A.1b,Combine standard functions,,,,,
360,HSF.BF.A.1c,Compose functions,,,,,
361,HSF.BF.A.2,Write arithmetic and geometric sequences,,,,,
362,HSF.BF.B.3,Identify the effect on the graph of new functions,,,,,
363,HSF.BF.B.4a,Write an expression for the inverse of a function,,,,,
364,HSF.BF.B.4b,Verify by composition the inverse of a function,,,,,
365,HSF.BF.B.4c,Read values of an inverse function from graph or table,,,,,
366,HSF.BF.B.4d,Produce an invertible function,,,,,
367,HSF.BF.B.5,Solve problems using logrithms and exponents,,,,,
368,HSF.IF.A.1,Function domain and range,,,,,
1120,HSF.IF.A.2,Interpret function notation in context,,,,,
369,HSF.IF.A.2,Evaluate functions for inputs in domains,,,,,
370,HSF.IF.A.3,Recognize sequences as functions,,,,,
1121,HSF.IF.B.4,Sketch graphs of functions using key features from context,,,,,
371,HSF.IF.B.4,Interpret key features of function graphs and tables,,,,,
372,HSF.IF.B.5,Relate the domain of a function to its graph,,,,,
373,HSF.IF.B.6,Calculate & interpret the average rate of change of functions,,,,,
1122,HSF.IF.C.7.B,Graph piecewise-defined functions,,,,,
374,HSF.IF.C.7a,Graph linear and quadratic functions,,,,,
375,HSF.IF.C.7b,Graph square root and cube root functions,,,,,
376,HSF.IF.C.7c,Graph polynomial functions,,,,,
377,HSF.IF.C.7d,Graph rational functions,,,,,
378,HSF.IF.C.7e,Graph exponential and logrithmic functions,,,,,
379,HSF.IF.C.8a,Interpret features of quadratic functions in context,,,,,
380,HSF.IF.C.8b,Interpret expressions of exponential functions,,,,,
381,HSF.IF.C.9,Compare properties of 2 functions in different forms,,,,,
382,HSF.LE.A.1a,Linear and exponential growth,,,,,
383,HSF.LE.A.1b,Rocognize constant rate of change,,,,,
384,HSF.LE.A.1c,Recognize constant percent rate of change,,,,,
385,HSF.LE.A.2,Construct linear and exponential functions,,,,,
386,HSF.LE.A.3,Use graphs or tables to recognize exponential growth,,,,,
387,HSF.LE.A.4,Express exponential models as logrithm,,,,,
1123,HSF.LE.A.4,Evaluate logrithm,,,,,
388,HSF.LE.B.5,Interpret paremeters of linear or exponential function in context,,,,,
389,HSF.TF.A.1,Radian measure,,,,,
390,HSF.TF.A.2,Unit circle,,,,,
391,HSF.TF.A.3,"Use special triangles to find sine, cosine & tangent",,,,,
1124,HSF.TF.A.3,"Use unit circle to express sine, cosine, & tangent",,,,,
392,HSF.TF.A.4,Use unit circle to explain symmetry and periodicity of trigonometric functions,,,,,
393,HSF.TF.B.5,Model periodic phenomena with trigonemtric functions,,,,,
394,HSF.TF.B.6,Construct inverse of trigonometric function,,,,,
395,HSF.TF.B.7,Use inverse functions to solve and interpret trigonometric functions in context,,,,,
396,HSF.TF.C.8,"Use Pathagorean Identity to find sin, cos or tan",,,,,
397,HSF.TF.C.9,"Use addition & subtraction of sine, cosine and tangent formulas to solve problems",,,,,
398,HSG.C.A.1,Prove similar circles,,,,,
399,HSG.C.A.2,"Inscribed angles, radii, chords",,,,,
400,HSG.C.A.3,Construct inscribed & circumscribed circles of a triangle,,,,,
401,HSG.C.A.4,Construct tangent line,,,,,
402,HSG.C.B.5,Find area of a sector,,,,,
403,HSG.CO.A.1,Definitions of vocabulary,,,,,
404,HSG.CO.A.2,Compare transformations,,,,,
405,HSG.CO.A.3,Describe a series of transformations,,,,,
406,HSG.CO.A.4,Define transformations,,,,,
407,HSG.CO.A.5,"Transformations (rotation, reflection, translation)",,,,,
408,HSG.CO.B.6,Congruence with rigid motions,,,,,
409,HSG.CO.B.7,Congruent triangles and rigid motions,,,,,
410,HSG.CO.B.8,"Triangle congruence (ASA, SAS, and SSS)",,,,,
411,HSG.CO.C.10,Prove theorems about triangles,,,,,
412,HSG.CO.C.11,Prove theorems about parallelograms,,,,,
413,HSG.CO.C.9,Prove theorems about lines and angles,,,,,
414,HSG.CO.D.12,Make formal geometric constructions,,,,,
415,HSG.CO.D.13,Construct figures inscribed in a circle,,,,,
416,HSG.GMD.A.1,Informal argument for formulas,,,,,
417,HSG.GMD.A.2,Cavalieri's principle for volume of sphere,,,,,
418,HSG.GMD.A.3,"Volume of cylinders, pyramids, cones, and spheres to solve problems",,,,,
419,HSG.GMD.B.4,Cross-sections & 3-d shapes from cross sections,,,,,
420,HSG.GPE.A.1,Derive the equation of a circle,,,,,
421,HSG.GPE.A.2,Derive the equation of a parabola,,,,,
422,HSG.GPE.A.3,Derive the equations of ellipses and hyperbolas,,,,,
423,HSG.GPE.B.4,Use coordinates to prove geometric theorems algebraically,,,,,
424,HSG.GPE.B.5,Find equation of parallel or perpendicular line,,,,,
425,HSG.GPE.B.6,Find a point of a line segment,,,,,
426,HSG.GPE.B.7,Distance formula to find perimeter and area,,,,,
427,HSG.MG.A.1,Describe objects with geometric shapes,,,,,
428,HSG.MG.A.2,Model concepts of density based on area/volume,,,,,
429,HSG.MG.A.3,Solve design problems,,,,,
430,HSG.SRT.A.1a,Properties of dilation,,,,,
431,HSG.SRT.A.1b,Dilation by scale factor,,,,,
432,HSG.SRT.A.2,Define similarity using transformations,,,,,
433,HSG.SRT.A.3,Establish the AA criterion for similar triangles,,,,,
434,HSG.SRT.B.4,Prove theorems about triangles,,,,,
435,HSG.SRT.B.5,Solve problems with triangles using congruence and similarity,,,,,
436,HSG.SRT.C.6,Define trigonometric ratios for acute angles,,,,,
437,HSG.SRT.C.7,use relationship between sine and cosine of complementary angles,,,,,
438,HSG.SRT.C.8,Solve right triangles in applied problems,,,,,
439,HSG.SRT.D.10,Use laws of Sines and Cosines to solve problems.,,,,,
440,HSG.SRT.D.11,Find unknown measurements-right & non-right triangles,,,,,
441,HSG.SRT.D.9,Derive the formula A = 1/2 ab sin(C),,,,,
281,HSM,HSM,,,,,
442,HSN.CN.A.1,Re-write complex numbers,,,,,
443,HSN.CN.A.2,"Add, subtract, and multiply complex numbers",,,,,
444,HSN.CN.A.3,Use conjugates to divide complex numbers,,,,,
445,HSN.CN.B.4,Represent complex numbers on the complex plane,,,,,
446,HSN.CN.B.5,Use geometric representation to compute complex numbers,,,,,
447,HSN.CN.B.6,Distance on complex plane,,,,,
448,HSN.CN.C.7,Solve quadratic equations w/ complex solutions,,,,,
449,HSN.CN.C.8,Extend polynomial identities to complex numbers,,,,,
450,HSN.CN.C.9,Fundamental Theorem of Algebra,,,,,
451,HSN.Q.A.1,Choose and interpret units consistently in formulas,,,,,
452,HSN.Q.A.2,Define appropriate quantities for descriptive modeling,,,,,
453,HSN.Q.A.3,Choose a level of accuracy when reporting quantities,,,,,
454,HSN.RN.A.1,Define rational exponents,,,,,
455,HSN.RN.A.2,Equivalent expressions with rational exponents,,,,,
456,HSN.RN.B.3,Sum/product of rational and irrational numbers,,,,,
457,HSN.VM.A.1,Represent vector quantities,,,,,
458,HSN.VM.A.2,Find the components of a vector,,,,,
459,HSN.VM.A.3,Vectors to solve problems involving velocity,,,,,
460,HSN.VM.B.4a,Add vectors,,,,,
461,HSN.VM.B.4b,Determine the magnitude and direction of vector sums,,,,,
462,HSN.VM.B.4c,Vector subtraction,,,,,
463,HSN.VM.B.5a,Scaling vectors,,,,,
464,HSN.VM.B.5b,Compute magnitude of scalar multiple,,,,,
465,HSN.VM.C.10,Zero and identity matrices,,,,,
466,HSN.VM.C.11,Multiply a vector by a matrix,,,,,
467,HSN.VM.C.12,Interpret absolute value of determinant in terms of area,,,,,
468,HSN.VM.C.6,Use matrices to represent data,,,,,
469,HSN.VM.C.7,Multiply matrices by scalars,,,,,
470,HSN.VM.C.8,"Add, subtract, and multiply matrices ",,,,,
471,HSN.VM.C.9,Associative and distributive properties with matrices,,,,,
472,HSS.CP.A.1,Subsets of sample space,,,,,
473,HSS.CP.A.2,Independent events,,,,,
474,HSS.CP.A.3,Understand conditional probability,,,,,
475,HSS.CP.A.4,2-way frequency tables for probability,,,,,
476,HSS.CP.A.5,Apply conditional probability and indepence in context,,,,,
477,HSS.CP.B.6,Conditional probability,,,,,
478,HSS.CP.B.7,Addition rule,,,,,
479,HSS.CP.B.8,General Multiplication Rule in uniform probability model,,,,,
480,HSS.CP.B.9,Permutations and combinations,,,,,
481,HSS.IC.A.1,Inferencing population parameters,,,,,
482,HSS.IC.A.2,Simulation to test model consistency,,,,,
483,HSS.IC.B.3,"Identify purposes of sample surveys, experiments, & observational studies",,,,,
484,HSS.IC.B.4,Estimate a population mean & margin of error,,,,,
485,HSS.IC.B.5,Test for significance,,,,,
486,HSS.IC.B.6,Evaluate reports based on data,,,,,
487,HSS.ID.A.1,"Dot plots, histograms, and box plots",,,,,
488,HSS.ID.A.2,"median, mean, interquartile range, standard deviation",,,,,
489,HSS.ID.A.3,Interpret data accounting for outliers,,,,,
490,HSS.ID.A.4,Normal distribution,,,,,
491,HSS.ID.B.5,Summarize categorical data for two categories,,,,,
492,HSS.ID.B.6a,Fit a function to the data,,,,,
493,HSS.ID.B.6b,Assess the fit of a function analyze residuals,,,,,
494,HSS.ID.B.6c,Fit a linear function,,,,,
495,HSS.ID.C.7,Interpret a linear model in context,,,,,
496,HSS.ID.C.8,Correlation coefficient,,,,,
497,HSS.ID.C.9,Distinguish between correlation & causation,,,,,
498,HSS.MD.A.1,Graph probability distribution,,,,,
499,HSS.MD.A.2,Expected value of a random variable,,,,,
500,HSS.MD.A.3,Use theoretical probability distribution to find expected value,,,,,
501,HSS.MD.A.4,Use experimental probability distribution to find expected value,,,,,
502,HSS.MD.B.5a,Find expected payoff for game of chance,,,,,
503,HSS.MD.B.5b,Evaluate strategies on basis of expected values,,,,,
504,HSS.MD.B.6,Use probabilities to make fair decisions,,,,,
505,HSS.MD.B.7,Analyze decisions using probability,,,,,
506,K.CC.A.1,Count to 100 (1's & 10's),,,,,
507,K.CC.A.2,Count forward from any given number,,,,,
508,K.CC.A.3,Write numbers (0-20),,,,,
509,K.CC.B.4a,Count objects,,,,,
510,K.CC.B.4b,Count objects in different arrangements,,,,,
511,K.CC.B.4c,Counting-each number is one more,,,,,
512,K.CC.B.5,Answer how many,,,,,
513,K.CC.C.6,"Identify greater than, less than or equal to",,,,,
514,K.CC.C.7,Compare numbers (1-10),,,,,
515,K.G.A.1,Relative position of objects,,,,,
516,K.G.A.2,Name shapes,,,,,
517,K.G.A.3,Identify 2 or 3 dimensional shapes,,,,,
518,K.G.B.4,Analyze and compare two- & three-dimensional shapes,,,,,
519,K.G.B.5,Model shapes,,,,,
520,K.G.B.6,Compose shapes,,,,,
521,K.MD.A.1,Describe measurable attributes of objects,,,,,
522,K.MD.A.2,Compare 2 objects (more/less),,,,,
523,K.MD.B.3,Classify objects,,,,,
524,K.NBT.A.1,Compose & decompose numbers (11-19),,,,,
525,K.OA.A.1,Addition and subtraction with objects,,,,,
526,K.OA.A.2,Solve addition & subtraction word problems,,,,,
527,K.OA.A.3,Decompose numbers multiple ways,,,,,
528,K.OA.A.4,Add to 10,,,,,
529,K.OA.A.5,Fluently add and subtract within 5,,,,,